seq,2.264,1
seq,5.299,1401
seq,5.311,2801
seq,6.829,4201
seq,6.831,5601
seq,6.844,7001
seq,6.846,8401
seq,8.346,9801
seq,8.356,11201
seq,8.368,12601
seq,8.385,14001
seq,8.386,15401
seq,8.387,16801
seq,8.405,18201
seq,8.407,19601
seq,9.868,21001
seq,9.880,22401
seq,9.906,23801
seq,9.915,25201
seq,9.925,26601
seq,9.926,28001
seq,9.937,29401
seq,9.938,30801
seq,9.939,32201
seq,9.958,33601
seq,9.960,35001
seq,9.978,36401
seq,9.979,37801
seq,9.989,39201
seq,9.992,40601
seq,9.994,42001
seq,11.384,43401
seq,11.408,44801
seq,11.417,46201
seq,11.430,47601
seq,11.447,49001
seq,11.449,50401
seq,11.473,51801
seq,11.522,53201
seq,11.553,54601
seq,11.565,56001
seq,11.566,57401
seq,11.576,58801
ack,3.782,1401
ack,5.301,2801
ack,5.314,4201
ack,6.831,5601
ack,6.844,7001
ack,6.846,8401
ack,6.847,9801
ack,8.348,11201
ack,8.357,12601
ack,8.369,14001
ack,8.386,15401
ack,8.387,16801
ack,8.405,18201
ack,8.407,19601
ack,8.415,21001
ack,9.870,22401
ack,9.881,23801
ack,9.915,25201
ack,9.925,26601
ack,9.926,28001
ack,9.937,29401
ack,9.938,30801
ack,9.939,32201
ack,9.958,33601
ack,9.960,35001
ack,9.978,36401
ack,9.979,37801
ack,9.989,39201
ack,9.992,40601
ack,9.994,42001
ack,9.995,43401
ack,11.385,44801
ack,11.409,46201
ack,11.430,47601
ack,11.447,49001
ack,11.449,50401
ack,11.450,51801
ack,11.522,53201
ack,11.553,54601
ack,11.565,56001
ack,11.566,57401
ack,11.576,58801
ack,11.588,60201
